PMID;Triage classification
12007616;negative
21246254;negative
16059706;negative
8049376;negative
2806251;positive
17010217;negative
11055393;negative
23990066;negative
238728;negative
21268886;negative
8359681;negative
22407649;negative
22532664;negative
2676608;negative
19513258;negative
6172702;negative
18346193;negative
22367528;negative
21826401;negative
8862027;negative
18944759;negative
24158534;negative
18931445;negative
20700541;negative
15989274;negative
20565973;negative
11999400;positive
24358718;negative
21044846;negative
17938914;negative
18839231;negative
20734107;negative
20829286;negative
11168728;positive
39061;negative
20177887;negative
19137718;negative
4474916;negative
20066571;negative
18944429;negative
2233684;negative
1643283;negative
396451;negative
17376440;negative
8929397;negative
2228219;negative
11814444;negative
15304314;negative
18555361;negative
11563825;negative
17194495;positive
1504595;negative
11097217;negative
11041000;negative
1238129;negative
23076566;negative
16209550;negative
11304525;negative
22824240;negative
8215374;negative
21739622;negative
18347828;negative
18065172;negative
10849816;negative
9451025;negative
8286442;negative
21239552;negative
19486280;negative
15073301;negative
9237011;negative
5413832;negative
15959723;negative
19205049;positive
17895596;negative
15221141;negative
1934133;negative
22004347;negative
11914491;negative
9114071;negative
9864469;negative
18956744;negative
24155051;negative
24054229;negative
10957961;negative
23137336;negative
23661195;negative
23889585;negative
19793137;positive
19813101;positive
7788716;positive
24373541;negative
24023719;negative
11191627;negative
17917893;negative
19643211;negative
21415904;negative
18552192;negative
12383437;negative
15595676;negative
1731976;negative
22222431;negative
17433483;positive
18023045;positive
24202099;negative
19382702;negative
7925275;negative
22515264;negative
10499260;negative
16405691;negative
21670522;negative
19287764;negative
22560024;negative
19047827;negative
23728162;negative
18548668;negative
16255248;negative
7915967;negative
3106330;negative
20922374;negative
16535278;negative
8215355;negative
19758745;negative
4515843;negative
11929211;negative
7788717;positive
19585695;negative
23355;negative
15691940;positive
20479981;negative
19653120;negative
9572948;negative
2110140;negative
17955189;positive
1148258;negative
21030826;negative
16668985;negative
3766948;negative
8789338;negative
5169563;negative
10753447;negative
22689149;positive
15180503;negative
9019140;negative
22806776;negative
18562768;negative
24455865;negative
2500377;negative
21878373;negative
7818498;negative
18565137;negative
573117;negative
16185656;negative
23676789;negative
22977255;negative
20170190;negative
21622;negative
15756814;positive
22991283;negative
16896601;positive
3186458;negative
14980547;negative
6087296;negative
18306055;negative
1624111;negative
19521472;negative
15280013;positive
1936240;negative
12843664;positive
22342036;negative
573586;negative
12460938;negative
19539672;negative
16356913;negative
14527719;negative
8557619;negative
19809200;positive
10544249;negative
15792585;negative
23733951;negative
11886753;negative
18845181;negative
8679110;positive
8085821;positive
9535817;positive
22806709;negative
7533741;negative
16128806;positive
19824396;negative
23460952;negative
1575471;negative
20545367;negative
6325857;negative
1903837;negative
15209284;negative
19656667;negative
7824643;negative
19623954;negative
15729394;negative
8724139;negative
22345350;negative
12889;negative
10974561;negative
11094289;negative
8797842;positive
22568931;negative
15535072;negative
7670198;negative
1898410;positive
17701504;negative
6421330;negative
16659753;negative
7739049;negative
24031223;negative
19184610;negative
5692804;negative
23070523;negative
10725180;negative
9882628;negative
3907189;negative
1735126;positive
10216305;negative
8757741;negative
10515942;negative
10906958;negative
4795859;negative
9683645;negative
21956129;negative
7846159;negative
22609439;negative
10886609;negative
17474017;negative
22443114;negative
13416182;negative
95072;negative
16361785;negative
12398188;negative
4355488;negative
3447733;negative
2119305;negative
12549385;negative
18051868;negative
21879708;negative
10931904;positive
18045411;positive
21704202;negative
17320363;negative
8771186;negative
16579483;negative
14766566;negative
12909730;negative
8588878;negative
15859466;negative
19592237;negative
21515398;negative
15474046;negative
9184828;negative
10508113;positive
5661593;negative
7821816;negative
17288441;negative
15283338;negative
19774110;negative
17469786;negative
9626702;negative
15238703;negative
110434;negative
22440389;negative
20677177;negative
21148875;negative
19837582;negative
22189866;negative
12421000;negative
12882162;positive
3596237;positive
16307283;negative
9163956;negative
19288093;positive
1398098;positive
6684773;negative
1730736;negative
23919454;negative
1867474;negative
23810898;negative
3089161;negative
18658283;positive
4856548;negative
2500920;negative
20465850;negative
22872103;negative
11801184;negative
9763195;negative
19156406;positive
20070371;positive
23077275;positive
10879476;negative
19775887;negative
8264526;negative
17765019;negative
21293880;negative
12765025;negative
10441450;negative
10452542;negative
870437;negative
9122587;negative
22663181;negative
22360347;negative
16353549;negative
16306699;negative
10725538;positive
5391228;negative
12665668;negative
16807923;negative
9766241;negative
21462551;negative
8535510;negative
9697338;negative
17701283;negative
3111887;negative
18938241;negative
22078737;negative
2331469;negative
18443785;negative
22638966;negative
12167544;positive
19835139;negative
22902536;negative
11559354;negative
11559354;negative
11488603;negative
15610427;negative
9200810;negative
15892742;negative
16592961;negative
21340534;negative
22133444;negative
9182997;negative
9011379;negative
1899089;negative
12467451;negative
11167135;negative
22151976;negative
5379818;negative
20018766;negative
24420889;negative
5288769;negative
23996212;negative
9765806;negative
24751008;negative
23293822;negative
18219522;negative
14523125;positive
23114223;negative
19469283;negative
16697174;negative
18842258;positive
16672490;negative
12892640;negative
4767296;negative
14756405;negative
9009073;negative
17040918;negative
16833;negative
22728192;positive
7200805;negative
8034739;negative
23204424;positive
12581367;negative
8177740;negative
2387598;negative
1160614;negative
15968570;negative
10935174;negative
1791433;negative
8167034;negative
19761879;negative
12232291;negative
8590660;negative
10341054;negative
22050784;negative
1924265;negative
11368317;negative
12832787;negative
9449810;negative
20333513;positive
5005240;negative
23171900;negative
12825975;negative
22993150;negative
18051302;negative
3124820;negative
7384013;negative
23428816;negative
3117961;negative
12466887;positive
21169417;negative
11996833;negative
22583625;negative
9485595;positive
23274988;negative
21824817;negative
20812235;negative
11042875;negative
10504575;negative
22193823;negative
15727561;negative
15156766;negative
8117094;negative
23540925;negative
4675173;negative
9742010;negative
16232497;positive
22750088;negative
10932361;negative
11549760;negative
6776043;negative
22608718;negative
8542549;negative
12844245;negative
9023952;negative
23719223;positive
20177068;negative
22075023;negative
1736;negative
19840179;negative
16713243;negative
1336029;negative
14981282;negative
13358730;negative
10898663;negative
6069203;negative
1841860;negative
23180856;negative
16621070;negative
9593202;negative
1011012;negative
8488724;negative
21148942;negative
1391771;negative
1612414;positive
22319877;negative
1525871;negative
21261080;negative
17504469;negative
15672217;negative
13952658;negative
9385443;negative
10338111;negative
21569082;negative
3290051;negative
9421930;negative
15685601;negative
21298357;negative
10376490;negative
12901010;negative
22992538;negative
418897;negative
10946836;negative
20202018;negative
17392099;negative
21389598;negative
1282049;negative
21830826;negative
12552901;negative
8276068;negative
7763458;negative
24479310;negative
9620276;negative
11807273;negative
22754007;negative
14323029;negative
20850111;negative
7010747;negative
1366983;negative
21166637;negative
19597315;negative
9339567;negative
20689719;negative
22538665;negative
20096308;negative
23399248;positive
9486422;negative
11605468;negative
22982219;negative
9472143;negative
16488199;positive
9802207;negative
18088306;negative
22868752;negative
19395677;negative
10606774;positive
22092890;negative
10347024;negative
22711122;negative
5391032;negative
6233269;negative
5167808;negative
11341311;negative
15896990;negative
20641021;negative
9490074;negative
23894949;negative
18340445;negative
23974371;negative
22116409;negative
9464399;negative
16707104;negative
15160609;negative
10877800;negative
21818611;negative
15639095;negative
8566773;negative
12747335;negative
9058977;negative
16137939;negative
23271406;negative
12908861;negative
3512097;negative
21945415;negative
9271845;negative
11368016;positive
8770584;negative
1936989;negative
16018204;negative
16018204;negative
6235127;negative
18309661;negative
9495775;negative
10743656;negative
16642333;negative
7248366;negative
19712313;negative
1172175;negative
6183852;negative
21277188;negative
15490228;negative
19193860;negative
3275644;negative
23892064;negative
8276795;negative
11472904;negative
7733460;negative
16277387;negative
15155877;negative
10553664;positive
15866877;positive
8393320;negative
17876815;positive
2115121;negative
22210620;negative
18201190;negative
21457461;negative
754574;negative
2501945;negative
17922817;negative
3111332;negative
3084051;negative
20238168;negative
16284933;negative
15668816;negative
15304731;negative
19923748;negative
24357319;negative
22187561;negative
19127367;negative
19937212;negative
21364303;negative
21048867;negative
24360467;negative
21277379;negative
22049159;negative
8559082;negative
12485115;positive
15800731;negative
9199426;negative
5409;negative
3022234;negative
19800041;negative
10594097;negative
6490584;negative
8662191;negative
23645195;negative
17888539;negative
15813680;negative
7489898;positive
10702877;negative
17487609;negative
10473406;positive
19041907;negative
15184583;negative
9600619;negative
16012837;negative
10347022;negative
18931291;negative
22052232;negative
7704527;negative
23326459;positive
8012046;negative
22133362;negative
19129654;positive
8595669;positive
11082184;negative
8987467;negative
17450126;negative
24132667;negative
1630461;negative
23540930;negative
21686190;negative
16102600;negative
3159619;negative
16834532;negative
9854091;negative
23625216;negative
15885873;negative
24064212;negative
3500166;negative
10744959;negative
15466516;positive
16661404;negative
7764332;negative
9279022;negative
2918293;negative
23218368;positive
7959045;negative
14587103;negative
22783090;negative
15605243;negative
1910330;negative
15963591;negative
18420434;negative
23398882;negative
20877647;negative
20070870;negative
16447173;negative
10616716;negative
11298225;negative
811760;negative
4740795;negative
16091302;negative
21531609;negative
1897311;negative
9140529;negative
6891887;negative
8651681;negative
16446002;negative
22993153;negative
1366744;negative
3114363;negative
9922471;negative
18590937;negative
20173066;negative
13183053;negative
7628617;negative
564711;negative
8781176;positive
15919204;negative
18630113;negative
11909624;negative
21807036;negative
21573756;negative
9468338;negative
24100321;negative
1934124;negative
9625792;negative
12509995;negative
24528642;negative
9175560;negative
11841201;negative
1710975;negative
8486628;positive
19602150;negative
6162850;negative
23871416;negative
15449305;negative
15283133;negative
23100735;negative
22103405;negative
17230581;negative
18839317;negative
20724636;negative
19568419;negative
12018265;negative
21161227;negative
9446681;negative
45611;negative
9546178;positive
16915658;negative
8248030;negative
4661766;negative
12413786;negative
3397009;negative
23313177;negative
8528140;positive
12192531;negative
6184962;negative
5094673;negative
20811797;negative
7639794;negative
22973032;negative
19756584;positive
17905460;negative
9511753;negative
23945000;negative
18647384;negative
12237858;positive
24113822;negative
16272387;negative
17221225;negative
17508215;negative
9039701;negative
11354456;negative
11689182;negative
8947054;negative
22750495;negative
22888297;negative
2636261;negative
21687962;negative
8152414;negative
8542555;negative
16665751;negative
194136;negative
16797066;negative
18610659;negative
8439870;positive
2535502;negative
16195222;negative
22919345;negative
8837440;positive
15063488;negative
18705870;negative
15255906;negative
16614901;positive
23405862;negative
17343985;negative
11919723;negative
23002106;negative
24415243;negative
23820081;negative
16000810;negative
9675850;negative
6897241;negative
8670160;negative
21642024;negative
11376040;negative
20970996;negative
9763440;negative
18954729;negative
21739353;negative
22877981;negative
17040241;negative
23398910;negative
9395316;negative
15614968;negative
12487426;negative
9281862;negative
22960281;negative
1899374;negative
8224795;negative
15948852;negative
18842142;negative
417722;negative
15262228;positive
12376655;negative
21716658;negative
10623548;negative
12662905;negative
24160319;negative
23456715;negative
24025854;negative
10650215;negative
10779876;negative
10077186;negative
24095741;negative
23325148;negative
15621422;negative
11000429;negative
3981129;negative
22912883;negative
21748815;negative
9205568;negative
22706015;negative
14324935;negative
18952255;negative
118008;negative
10894;negative
9435109;negative
15304740;negative
3052296;negative
1156365;negative
23428818;negative
17701501;negative
8975615;negative
11277626;negative
8346264;positive
869542;negative
17536334;negative
19899621;negative
20691221;negative
22940309;negative
2707445;positive
7339615;negative
564161;negative
16988781;positive
12855726;negative
15158279;negative
1388663;negative
8190078;positive
6624142;negative
10508054;negative
21993277;negative
1326415;negative
19277702;negative
15881598;negative
21764044;negative
11553760;negative
20064604;negative
19942798;negative
24232491;negative
20677017;negative
10581444;negative
12885170;negative
18667864;negative
14646097;negative
10564806;negative
7439182;negative
21726361;negative
20208428;positive
16349692;negative
19818460;negative
10099554;negative
9237400;positive
22529004;negative
1369066;negative
19769368;negative
22512553;negative
23269217;negative
4797277;negative
10856926;negative
17427807;negative
20506081;negative
12706511;negative
1063768;negative
9097427;negative
7565615;negative
10636904;positive
24119405;negative
23729885;negative
23079339;negative
11504924;negative
15921894;negative
8789337;negative
15607743;positive
10923796;negative
1644702;negative
2515216;negative
22058403;negative
16233094;positive
22080345;positive
18050909;negative
19239548;positive
1798707;negative
105720;negative
21856825;negative
20050714;negative
17318531;negative
64162;negative
9026823;negative
21898652;negative
575142;negative
21424337;negative
12617610;negative
10966077;negative
8590466;negative
20680265;positive
17509134;negative
22230786;negative
9276477;negative
11159920;negative
23100642;negative
23631913;negative
22545353;negative
3409811;negative
22492445;negative
24040044;negative
10209572;negative
11376609;negative
15271923;negative
15320411;negative
15621446;negative
17499007;negative
14631873;negative
17608693;negative
360016;negative
12639956;negative
18175902;negative
9931476;positive
15567226;negative
11118651;negative
11934296;negative
21696710;negative
8061313;negative
12602898;negative
11739770;negative
22678026;negative
2055483;negative
11318101;negative
15266910;negative
20963471;negative
20490616;negative
6268055;negative
16966445;negative
20518356;negative
23334918;negative
21498763;negative
7729760;negative
16535708;negative
8436;negative
3561490;positive
20659797;negative
22363647;negative
6204865;positive
3196759;negative
22402470;negative
21438472;negative
16330537;positive
14976875;negative
19966485;negative
12553933;negative
12555416;negative
16175368;negative
12354948;negative
11559354;negative
21442919;negative
12652902;negative
20035370;negative
24212538;negative
23624306;negative
7979350;negative
4673820;negative
23826217;negative
838722;negative
19609963;negative
2914146;negative
24260434;negative
24085297;negative
7608108;negative
17327922;negative
7763457;negative
22042231;negative
17082997;negative
19522560;negative
8555209;negative
21704085;negative
23876135;negative
23520578;negative
16186619;negative
8020753;negative
23937687;negative
2038303;negative
15486081;negative
2340591;negative
11272414;negative
22709462;negative
23958135;negative
19530718;negative
17303450;negative
21821740;negative
17019643;negative
22238585;negative
10671536;positive
21490699;positive
7926830;positive
15115178;negative
19193024;negative
9002270;negative
23265522;negative
16662850;negative
19116716;negative
11872475;positive
20424835;negative
17277091;negative
11298744;positive
16214381;negative
17897233;negative
16972135;negative
2550790;negative
7626800;negative
12072952;negative
23983546;negative
333184;negative
21279512;negative
20562106;positive
22544686;negative
11811978;negative
10874579;negative
17333092;negative
8012585;negative
21382036;negative
7009555;negative
7248368;negative
12753242;negative
17078553;negative
23690037;negative
10455498;negative
9848143;negative
1184808;negative
1787790;positive
15296182;negative
9694829;negative
2121589;negative
12612808;negative
22621953;negative
10779688;positive
16665863;negative
10779873;negative
23273281;negative
9334183;negative
2004691;negative
12658509;negative
2336390;negative
21076971;negative
14538158;negative
10518926;negative
19452199;negative
19894502;negative
21553874;negative
11352460;negative
18555305;negative
17509915;negative
23199734;negative
10517025;positive
8193591;negative
18310304;negative
20851174;negative
20235799;negative
4604380;negative
67125;negative
11743726;negative
19826921;negative
17087474;negative
19090187;negative
9451508;negative
18723026;negative
21108572;negative
692426;negative
19204807;negative
12568741;negative
16462863;positive
14730410;negative
10956173;negative
16133343;negative
20455156;negative
24054223;negative
8424940;negative
10759534;negative
20240448;negative
10564800;negative
21324176;negative
12200312;negative
21666025;negative
13129600;negative
16006122;negative
11320122;negative
20601723;negative
15025429;negative
16579474;negative
24085392;negative
21744286;negative
8169213;positive
12674634;negative
3550429;negative
18935968;positive
8959766;negative
10588045;positive
17599813;positive
1394509;negative
22462823;negative
16346246;negative
16349351;negative
19704737;negative
7893936;negative
9694679;negative
18421590;negative
19736001;positive
15780668;negative
20471846;negative
22567887;negative
6370396;negative
22266368;negative
20185234;negative
22204630;negative
24414661;negative
8017902;negative
21360092;negative
1516675;negative
17933909;negative
15054248;negative
20329398;negative
23209441;negative
7547827;negative
19193645;negative
23318834;negative
22899012;negative
21750098;negative
9440512;positive
8572696;negative
10686151;negative
12079386;negative
10652782;negative
15090228;negative
20510474;negative
24414497;negative
16404948;negative
24337817;negative
18943437;negative
9248076;negative
11114249;negative
5557598;negative
16980427;negative
9202474;negative
3097516;negative
11411224;negative
15998406;negative
16797180;negative
19205919;negative
7197253;negative
18595320;negative
8017901;negative
22990444;negative
18421583;negative
22804753;negative
24031852;negative
1767606;negative
10627034;negative
35252;negative
22132933;negative
2597698;negative
9345767;negative
1425667;positive
7121328;negative
9324248;positive
22624316;negative
624511;negative
21532317;negative
15715951;negative
1654681;negative
14420566;negative
23712479;negative
22512872;negative
23023747;negative
23040393;negative
2213880;negative
9438354;negative
9347357;negative
3607611;negative
7189672;negative
16320813;negative
8830273;negative
21124063;negative
8474449;negative
24015097;negative
20541547;negative
28763;negative
24065288;negative
22806048;negative
12009808;negative
10077957;negative
12630316;negative
494242;negative
2648695;negative
17103003;negative
5892589;negative
12784603;negative
10618249;negative
988467;negative
2421541;negative
9055208;negative
17119968;positive
11438761;negative
8477714;negative
18720488;negative
19941307;negative
17110971;negative
23133637;negative
32175;positive
17523389;negative
1886612;negative
18791032;negative
9929401;negative
16341861;positive
11046133;negative
11302441;negative
16408317;negative
18390849;negative
16403494;negative
23824666;negative
22860913;negative
12649442;positive
15917591;negative
19667182;negative
12467458;negative
1504587;negative
20564609;negative
1911789;negative
18782228;negative
2079623;negative
9390436;negative
34837;negative
12552807;negative
23410934;negative
15639097;negative
23512964;negative
5723091;negative
24240571;negative
17487548;positive
21310076;negative
15766863;negative
17242851;negative
21356003;negative
18686970;negative
19076240;negative
11212916;negative
22776993;positive
8939815;positive
6493057;negative
2513481;negative
1807200;negative
8597548;positive
15240266;negative
16732450;negative
24098464;negative
9193;negative
23119013;negative
10584016;positive
2535501;negative
19623928;negative
5271261;negative
20438826;negative
12892639;negative
23208600;negative
8020743;negative
23297625;negative
3793714;negative
8810338;negative
12795380;negative
10872083;negative
7476163;negative
8081506;negative
7575482;negative
24415386;negative
8091860;negative
16150549;negative
6443110;negative
21796984;negative
23536251;negative
17655687;negative
6788679;negative
560223;negative
4076411;negative
9144263;negative
9650272;negative
14636707;negative
12829303;negative
5390364;negative
8528071;negative
121001;negative
17988729;negative
11149150;negative
21261873;negative
10052144;negative
10905427;negative
15229194;negative
21601645;negative
7492960;negative
2450681;negative
12565856;negative
17663762;negative
9263071;negative
23788551;negative
11319099;positive
17650495;negative
16368098;negative
11134051;negative
17455791;positive
7874467;negative
19580759;negative
24177155;negative
23936804;negative
23648853;negative
11170742;negative
3785193;negative
1368603;positive
20358178;negative
21116681;negative
8431951;negative
6996615;negative
16233536;positive
23184220;negative
2227420;positive
10447589;negative
24031407;negative
21299880;negative
7704528;negative
24190499;negative
9245826;negative
10215597;positive
11763782;negative
4779294;negative
951215;negative
23291768;negative
10620509;negative
23650256;negative
23651998;negative
9232877;negative
15661010;negative
22313749;negative
4798312;negative
24031565;negative
6832656;negative
22514894;negative
20102533;negative
24425610;negative
23485399;negative
16933613;negative
10581675;negative
15135402;positive
20560352;negative
9818257;negative
674113;negative
18854952;negative
6412254;negative
23086143;negative
9023940;negative
11988504;negative
1516094;negative
16910929;negative
11966919;negative
7763606;negative
18427804;negative
23045511;negative
21057022;negative
1814275;positive
23129650;positive
20797781;negative
16243363;negative
16243363;negative
21570449;negative
11714314;negative
12878605;negative
12878605;negative
1588915;negative
10099209;negative
15337457;negative
15194814;positive
23053575;negative
16661872;negative
8989859;negative
18086434;negative
12029530;negative
14151068;negative
20735824;negative
18154980;negative
16951754;negative
11425470;negative
9803534;negative
20138972;negative
16600286;negative
21143727;negative
10905430;negative
20879842;negative
20847102;negative
14677710;negative
18830967;negative
19351582;negative
8455560;negative
23832529;negative
10736018;negative
20096097;negative
3931921;negative
7549103;positive
986853;negative
8396384;negative
15969461;negative
16233170;negative
12374409;negative
21935697;negative
19560539;negative
21171891;negative
564712;negative
8306984;negative
20205539;negative
1776362;negative
11929279;negative
7831281;negative
23456729;negative
23332834;positive
20446057;negative
17301230;negative
19506859;negative
11575502;negative
21168763;negative
15794761;negative
13031603;negative
18048915;negative
20449798;negative
11272830;negative
19442228;negative
19684;negative
16244157;negative
23353800;negative
18460801;negative
9836430;positive
22074954;negative
11160081;negative
12941955;negative
8390128;negative
22876186;negative
16550458;negative
3114236;positive
18584595;negative
15213407;negative
9783424;negative
16614858;positive
19121643;negative
16134120;negative
16790934;negative
8763622;negative
23508862;negative
18581297;negative
16971061;negative
3913330;negative
9229721;negative
7811076;negative
15954603;negative
11941461;negative
17922847;positive
12237856;negative
18419735;negative
16343463;positive
8299951;negative
18355729;negative
1033775;negative
21106242;negative
9745020;negative
20397044;negative
15580593;positive
3499155;negative
20569404;negative
2373363;negative
19936091;negative
20870771;negative
15740038;negative
7574590;positive
11926993;negative
23725035;negative
21698107;negative
14020681;negative
17846725;negative
19915738;negative
2135869;positive
24031763;negative
7635821;negative
15977070;negative
22980799;negative
8285132;negative
18483792;negative
7565587;negative
5661594;negative
9084217;negative
23404363;negative
17776411;negative
23454546;negative
12028421;negative
9309173;negative
16662110;negative
10725155;negative
2111230;negative
14648113;positive
22406948;negative
20815232;negative
18337693;negative
22812930;negative
1086341;negative
22235364;negative
10923787;negative
4218236;negative
18553606;negative
10052135;positive
23002221;negative
7275933;negative
10194394;negative
2158993;positive
18443780;negative
12409103;positive
12905071;negative
18456943;positive
19824618;negative
15636746;negative
18388475;negative
9101718;negative
9335167;positive
15853815;negative
24307498;negative
3384334;positive
11807254;negative
2532539;negative
17495083;negative
12763033;negative
23642171;negative
20382376;negative
16820501;negative
22828792;negative
8215880;negative
12651429;negative
16322512;negative
22544251;negative
5063164;negative
23323052;positive
19898784;negative
3033651;negative
20450015;negative
16686221;negative
14871660;negative
24121367;negative
12777069;negative
16096835;negative
2803246;negative
22835028;negative
17381511;positive
1367687;negative
15928976;negative
17279396;negative
12676684;negative
20031400;negative
9789746;negative
2213655;negative
21342516;negative
17651154;negative
21702076;negative
5865400;negative
23190610;positive
15879135;negative
11560933;negative
23844185;negative
10945214;negative
17943559;negative
21261079;negative
11755984;negative
12974459;negative
1592244;negative
1592244;negative
15035511;negative
17627774;negative
560222;negative
11710023;negative
10320571;negative
24344125;negative
22992734;negative
12175020;negative
19545999;negative
15280646;positive
11728159;negative
1603074;negative
8011940;negative
20573014;positive
20417399;negative
15932978;negative
22142722;negative
7487021;negative
6767680;negative
22133316;negative
16866362;negative
23500559;negative
9335052;negative
22258646;negative
18454328;negative
22185468;negative
8139573;negative
22225911;negative
14513384;negative
11488905;negative
22270691;negative
19148633;negative
15118339;negative
15388966;negative
963703;negative
22122328;negative
21124060;negative
21449027;negative
9212401;positive
9428656;negative
9090049;negative
10424462;negative
11600015;negative
20962906;negative
10772465;negative
20565641;negative
22227377;negative
23741795;negative
17973091;negative
16407816;negative
11270575;negative
23564673;negative
16384794;negative
2506439;negative
18068974;negative
3080320;negative
23833180;negative
11678858;negative
8810515;negative
7763526;negative
8288612;negative
23847816;negative
22048567;negative
11553144;negative
19373972;negative
6035264;negative
18788816;negative
23959893;negative
3302677;negative
19206107;negative
22186222;negative
24228828;negative
22510825;negative
22579450;negative
10930568;negative
17234842;negative
8590407;negative
19916917;negative
11888164;negative
10493865;negative
1593638;negative
20307975;negative
14520957;negative
12492858;negative
16139382;negative
6841321;negative
